datetime,temperatureF,humidity,visibilityMPH,windSpeedMPH,precipitationIn,conditions
2013-09-23 10:51:00,61.0,52,10.0,5.8,N/A,Scattered Clouds
2013-09-23 11:51:00,63.0,46,10.0,5.8,N/A,Scattered Clouds
2013-09-23 12:51:00,66.0,42,10.0,8.1,N/A,Partly Cloudy
2013-09-23 13:51:00,66.0,47,10.0,9.2,N/A,Partly Cloudy
2013-09-23 14:51:00,66.0,50,10.0,8.1,N/A,Partly Cloudy
2013-09-23 15:51:00,66.9,49,10.0,4.6,N/A,Partly Cloudy
2013-09-23 16:51:00,66.0,52,10.0,10.4,N/A,Partly Cloudy
2013-09-23 17:51:00,64.9,56,10.0,9.2,N/A,Partly Cloudy
2013-09-23 18:51:00,64.0,60,10.0,10.4,N/A,Partly Cloudy
2013-09-23 19:51:00,63.0,67,10.0,9.2,N/A,Clear
2013-09-23 20:51:00,63.0,67,10.0,6.9,N/A,Clear
2013-09-23 21:51:00,61.0,70,10.0,6.9,N/A,Partly Cloudy
2013-09-23 22:51:00,61.0,56,10.0,10.4,N/A,Partly Cloudy
2013-09-23 23:51:00,60.1,57,10.0,11.5,N/A,Clear
2013-09-24 00:51:00,57.9,62,10.0,12.7,N/A,Clear
2013-09-24 01:51:00,55.9,64,10.0,10.4,N/A,Clear
2013-09-24 02:51:00,55.0,67,10.0,6.9,N/A,Clear
2013-09-24 03:51:00,54.0,69,10.0,6.9,N/A,Clear
2013-09-24 04:51:00,53.1,71,10.0,5.8,N/A,Clear
2013-09-24 05:51:00,52.0,74,10.0,4.6,N/A,Clear
2013-09-24 06:51:00,52.0,74,10.0,4.6,N/A,Clear
2013-09-24 07:51:00,54.0,72,10.0,6.9,N/A,Clear
2013-09-24 08:51:00,57.9,65,10.0,6.9,N/A,Clear
2013-09-24 09:51:00,62.1,58,10.0,9.2,N/A,Clear
2013-09-24 10:51:00,64.9,54,10.0,5.8,N/A,Clear
2013-09-24 11:51:00,66.2,52,10.0,6.9,N/A,Partly Cloudy
2013-09-24 12:51:00,69.8,46,10.0,9.2,N/A,Partly Cloudy
2013-09-24 13:51:00,69.1,44,10.0,12.7,N/A,Scattered Clouds
2013-09-24 14:51:00,69.1,47,10.0,12.7,N/A,Scattered Clouds
2013-09-24 15:51:00,68.0,50,10.0,13.8,N/A,Scattered Clouds
2013-09-24 16:51:00,68.0,50,10.0,11.5,N/A,Scattered Clouds
2013-09-24 17:51:00,66.0,56,10.0,11.5,N/A,Scattered Clouds
2013-09-24 18:51:00,64.0,63,10.0,10.4,N/A,Scattered Clouds
2013-09-24 19:51:00,64.0,63,10.0,8.1,N/A,Scattered Clouds
2013-09-24 20:51:00,63.0,70,10.0,10.4,N/A,Scattered Clouds
2013-09-24 21:51:00,64.0,67,10.0,6.9,N/A,Scattered Clouds
2013-09-24 22:51:00,63.0,70,10.0,4.6,N/A,Partly Cloudy
2013-09-24 23:51:00,61.0,75,10.0,3.5,N/A,Partly Cloudy
2013-09-25 00:51:00,60.1,72,10.0,Calm,N/A,Partly Cloudy
2013-09-25 01:51:00,59.0,72,10.0,Calm,N/A,Partly Cloudy
2013-09-25 02:51:00,57.9,72,10.0,4.6,N/A,Scattered Clouds
2013-09-25 03:51:00,57.9,72,10.0,3.5,N/A,Scattered Clouds
2013-09-25 04:51:00,57.0,77,10.0,3.5,N/A,Scattered Clouds
2013-09-25 05:51:00,55.9,80,10.0,4.6,N/A,Partly Cloudy
2013-09-25 06:51:00,57.0,81,10.0,3.5,N/A,Scattered Clouds
2013-09-25 07:51:00,61.0,72,10.0,4.6,N/A,Scattered Clouds
2013-09-25 08:51:00,64.0,65,10.0,5.8,N/A,Partly Cloudy
2013-09-25 09:51:00,66.9,54,10.0,10.4,N/A,Scattered Clouds
2013-09-25 10:51:00,66.9,54,10.0,8.1,N/A,Partly Cloudy
2013-09-25 11:51:00,66.9,52,10.0,10.4,N/A,Partly Cloudy
2013-09-25 12:51:00,68.0,47,10.0,9.2,N/A,Scattered Clouds
2013-09-25 13:51:00,69.1,45,10.0,9.2,N/A,Scattered Clouds
2013-09-25 14:51:00,70.0,46,10.0,9.2,N/A,Scattered Clouds
2013-09-25 15:51:00,69.1,49,10.0,10.4,N/A,Partly Cloudy
2013-09-25 16:51:00,69.1,49,10.0,6.9,N/A,Clear
2013-09-25 17:51:00,66.0,54,10.0,9.2,N/A,Clear
2013-09-25 18:51:00,64.0,58,10.0,9.2,N/A,Clear
2013-09-25 19:51:00,63.0,70,10.0,9.2,N/A,Clear
2013-09-25 20:51:00,63.0,70,10.0,4.6,N/A,Clear
2013-09-25 21:51:00,64.0,70,10.0,4.6,N/A,Clear
2013-09-25 22:51:00,63.0,75,10.0,6.9,N/A,Clear
2013-09-25 23:51:00,63.0,81,10.0,4.6,N/A,Clear
2013-09-26 00:51:00,62.1,80,10.0,5.8,N/A,Clear
2013-09-26 01:51:00,60.1,83,8.0,Calm,N/A,Clear
2013-09-26 02:51:00,60.1,75,9.0,Calm,N/A,Clear
2013-09-26 03:51:00,59.0,75,10.0,Calm,N/A,Clear
2013-09-26 04:51:00,57.9,75,10.0,Calm,N/A,Clear
2013-09-26 05:51:00,57.0,74,8.0,4.6,N/A,Clear
2013-09-26 06:51:00,57.0,72,10.0,Calm,N/A,Clear
2013-09-26 07:51:00,60.1,72,10.0,3.5,N/A,Clear
2013-09-26 08:51:00,64.0,65,10.0,3.5,N/A,Clear
2013-09-26 09:51:00,66.9,54,10.0,3.5,N/A,Clear
2013-09-26 10:51:00,70.0,47,10.0,9.2,N/A,Clear
2013-09-26 11:51:00,71.1,35,10.0,9.2,N/A,Clear
2013-09-26 12:51:00,72.0,40,10.0,4.6,N/A,Clear
2013-09-26 13:51:00,73.9,40,10.0,4.6,N/A,Clear
2013-09-26 14:51:00,75.0,41,10.0,6.9,N/A,Clear
2013-09-26 15:51:00,73.9,48,10.0,9.2,N/A,Clear
2013-09-26 16:51:00,72.0,51,10.0,6.9,N/A,Clear
2013-09-26 17:51:00,71.1,51,10.0,9.2,N/A,Clear
2013-09-26 18:51:00,68.0,61,10.0,8.1,N/A,Clear
2013-09-26 19:51:00,66.0,70,10.0,8.1,N/A,Clear
2013-09-26 20:51:00,66.0,70,10.0,9.2,N/A,Clear
2013-09-26 21:51:00,64.9,70,10.0,6.9,N/A,Clear
2013-09-26 22:51:00,64.0,78,10.0,4.6,N/A,Clear
2013-09-26 23:51:00,62.1,80,10.0,Calm,N/A,Clear
2013-09-27 00:51:00,61.0,83,8.0,Calm,N/A,Clear
2013-09-27 01:51:00,61.0,87,10.0,3.5,N/A,Clear
2013-09-27 02:51:00,62.1,60,10.0,6.9,N/A,Clear
2013-09-27 03:51:00,61.0,56,10.0,5.8,N/A,Clear
2013-09-27 04:51:00,59.0,60,10.0,4.6,N/A,Clear
2013-09-27 05:51:00,57.9,65,10.0,4.6,N/A,Clear
2013-09-27 06:51:00,57.0,67,10.0,5.8,N/A,Partly Cloudy
2013-09-27 07:51:00,60.1,60,10.0,4.6,N/A,Partly Cloudy
2013-09-27 08:51:00,64.9,52,10.0,8.1,N/A,Scattered Clouds
2013-09-27 09:51:00,69.1,45,10.0,4.6,N/A,Scattered Clouds
2013-09-27 10:51:00,73.0,42,10.0,3.5,N/A,Scattered Clouds
2013-09-27 11:51:00,75.9,42,10.0,4.6,N/A,Scattered Clouds
2013-09-27 12:51:00,78.1,39,10.0,6.9,N/A,Scattered Clouds
2013-09-27 13:51:00,80.1,35,10.0,10.4,N/A,Scattered Clouds
2013-09-27 14:51:00,80.1,38,10.0,12.7,N/A,Scattered Clouds
2013-09-27 15:51:00,79.0,36,10.0,12.7,N/A,Partly Cloudy
2013-09-27 16:51:00,78.1,35,10.0,13.8,N/A,Partly Cloudy
2013-09-27 17:51:00,77.0,30,10.0,10.4,N/A,Partly Cloudy
2013-09-27 18:51:00,73.0,42,10.0,8.1,N/A,Partly Cloudy
2013-09-27 19:51:00,71.1,51,10.0,8.1,N/A,Clear
2013-09-27 20:51:00,68.0,59,10.0,4.6,N/A,Clear
2013-09-27 21:51:00,69.1,42,10.0,6.9,N/A,Clear
2013-09-27 22:51:00,66.9,45,10.0,5.8,N/A,Clear
2013-09-27 23:51:00,66.9,45,10.0,8.1,N/A,Clear
2013-09-28 00:51:00,64.9,54,10.0,11.5,N/A,Clear
2013-09-28 01:51:00,64.0,58,10.0,9.2,N/A,Clear
2013-09-28 02:51:00,62.1,65,10.0,9.2,N/A,Clear
2013-09-28 03:51:00,60.1,69,10.0,8.1,N/A,Clear
2013-09-28 04:51:00,59.0,72,10.0,6.9,N/A,Clear
2013-09-28 05:51:00,59.0,72,10.0,8.1,N/A,Partly Cloudy
2013-09-28 06:51:00,57.9,75,10.0,4.6,N/A,Scattered Clouds
2013-09-28 07:51:00,60.1,69,10.0,5.8,N/A,Scattered Clouds
2013-09-28 08:51:00,64.0,63,10.0,10.4,N/A,Scattered Clouds
2013-09-28 09:51:00,69.1,58,10.0,6.9,N/A,Mostly Cloudy
2013-09-28 10:51:00,73.0,49,10.0,10.4,N/A,Mostly Cloudy
2013-09-28 11:51:00,77.0,47,10.0,10.4,N/A,Mostly Cloudy
2013-09-28 12:51:00,80.1,46,10.0,17.3,N/A,Mostly Cloudy
2013-09-28 13:51:00,82.0,41,10.0,16.1,N/A,Mostly Cloudy
2013-09-28 14:51:00,84.0,40,10.0,18.4,N/A,Mostly Cloudy
2013-09-28 15:51:00,82.9,34,10.0,19.6,N/A,Mostly Cloudy
2013-09-28 16:51:00,82.9,34,10.0,13.8,N/A,Mostly Cloudy
2013-09-28 17:51:00,81.0,36,10.0,13.8,N/A,Mostly Cloudy
2013-09-28 18:51:00,80.1,39,10.0,9.2,N/A,Mostly Cloudy
2013-09-28 19:51:00,79.0,40,10.0,9.2,N/A,Overcast
2013-09-28 20:51:00,79.0,44,10.0,16.1,N/A,Overcast
2013-09-28 21:51:00,78.1,45,10.0,11.5,N/A,Overcast
2013-09-28 22:51:00,77.0,47,10.0,11.5,N/A,Overcast
2013-09-28 23:51:00,75.9,50,10.0,12.7,N/A,Overcast
2013-09-29 00:51:00,68.0,90,6.0,12.7,0.00,Light Rain
2013-09-29 01:51:00,64.9,90,3.0,17.3,0.21,Rain
2013-09-29 02:51:00,62.1,90,6.0,13.8,0.02,Light Rain
2013-09-29 03:51:00,59.0,81,10.0,6.9,0.01,Overcast
2013-09-29 04:51:00,57.9,84,10.0,10.4,N/A,Mostly Cloudy
2013-09-29 05:51:00,57.0,83,10.0,8.1,N/A,Scattered Clouds
2013-09-29 06:51:00,55.0,89,10.0,5.8,N/A,Scattered Clouds
2013-09-29 07:51:00,57.0,83,10.0,6.9,N/A,Scattered Clouds
2013-09-29 08:51:00,59.0,72,10.0,12.7,N/A,Scattered Clouds
2013-09-29 09:51:00,61.0,67,10.0,9.2,N/A,Scattered Clouds
2013-09-29 10:51:00,64.0,58,10.0,6.9,N/A,Mostly Cloudy
2013-09-29 11:51:00,64.9,51,10.0,8.1,N/A,Mostly Cloudy
2013-09-29 12:51:00,66.0,50,10.0,10.4,N/A,Scattered Clouds
2013-09-29 13:51:00,66.9,43,10.0,9.2,N/A,Partly Cloudy
2013-09-29 14:51:00,66.9,42,10.0,12.7,N/A,Partly Cloudy
2013-09-29 15:51:00,66.9,44,10.0,15.0,N/A,Partly Cloudy
2013-09-29 16:51:00,66.0,45,10.0,11.5,N/A,Partly Cloudy
2013-09-29 17:51:00,64.0,50,10.0,9.2,N/A,Partly Cloudy
2013-09-29 18:51:00,63.0,52,10.0,8.1,N/A,Clear
2013-09-29 19:51:00,62.1,58,10.0,4.6,N/A,Clear
2013-09-29 20:51:00,61.0,67,10.0,Calm,N/A,Clear
2013-09-29 21:51:00,57.0,74,10.0,Calm,N/A,Clear
2013-09-29 22:51:00,57.0,72,10.0,Calm,N/A,Clear
2013-09-29 23:51:00,54.0,77,10.0,Calm,N/A,Clear
2013-09-30 00:51:00,53.1,80,10.0,Calm,N/A,Clear
2013-09-30 01:51:00,52.0,86,10.0,Calm,N/A,Clear
2013-09-30 02:51:00,53.1,80,10.0,Calm,N/A,Clear
2013-09-30 03:51:00,52.0,83,10.0,Calm,N/A,Clear
2013-09-30 04:51:00,50.0,86,10.0,3.5,N/A,Partly Cloudy
2013-09-30 05:51:00,51.1,83,10.0,Calm,N/A,Clear
2013-09-30 06:51:00,51.1,86,10.0,Calm,N/A,Mostly Cloudy
2013-09-30 07:51:00,53.1,83,10.0,Calm,N/A,Scattered Clouds
2013-09-30 08:51:00,57.9,75,10.0,3.5,N/A,Scattered Clouds
2013-09-30 09:51:00,63.0,65,10.0,5.8,N/A,Partly Cloudy
2013-09-30 10:51:00,66.0,56,10.0,9.2,N/A,Scattered Clouds
2013-09-30 11:51:00,68.0,47,10.0,8.1,N/A,Scattered Clouds
2013-09-30 12:51:00,70.0,42,10.0,6.9,N/A,Mostly Cloudy
2013-09-30 13:51:00,72.0,35,10.0,4.6,N/A,Mostly Cloudy
2013-09-30 14:51:00,73.9,30,10.0,8.1,N/A,Mostly Cloudy
2013-09-30 15:51:00,73.9,30,10.0,4.6,N/A,Mostly Cloudy
2013-09-30 16:51:00,75.0,29,10.0,6.9,N/A,Mostly Cloudy
2013-09-30 17:51:00,75.0,32,10.0,5.8,N/A,Scattered Clouds
2013-09-30 18:51:00,73.0,39,10.0,6.9,N/A,Scattered Clouds
2013-09-30 19:51:00,71.1,41,10.0,5.8,N/A,Partly Cloudy
2013-09-30 20:51:00,68.0,39,10.0,5.8,N/A,Clear
2013-09-30 21:51:00,68.0,38,10.0,8.1,N/A,Clear
2013-09-30 22:51:00,64.9,58,10.0,9.2,N/A,Clear
2013-09-30 23:51:00,64.0,69,10.0,6.9,N/A,Clear
2013-10-01 00:51:00,63.0,71,10.0,8.1,N/A,Clear
2013-10-01 01:51:00,64.0,73,10.0,12.7,N/A,Clear
2013-10-01 02:51:00,63.0,81,10.0,8.1,N/A,Clear
2013-10-01 03:51:00,62.1,84,10.0,8.1,N/A,Clear
2013-10-01 04:51:00,62.1,90,5.0,9.2,N/A,Overcast
2013-10-01 05:51:00,62.1,96,4.0,10.4,N/A,Overcast
2013-10-01 06:51:00,63.0,96,4.0,9.2,N/A,Overcast
2013-10-01 07:51:00,64.9,87,6.0,11.5,N/A,Overcast
2013-10-01 08:51:00,66.0,84,7.0,15.0,N/A,Overcast
2013-10-01 09:51:00,66.9,81,8.0,12.7,N/A,Overcast
2013-10-01 10:51:00,68.0,78,10.0,11.5,N/A,Overcast
2013-10-01 11:51:00,70.0,73,10.0,15.0,N/A,Overcast
2013-10-01 12:51:00,71.1,73,10.0,16.1,N/A,Overcast
2013-10-01 13:51:00,75.0,62,10.0,20.7,N/A,Scattered Clouds
2013-10-01 14:51:00,75.9,60,10.0,20.7,N/A,Scattered Clouds
2013-10-01 15:51:00,78.1,56,10.0,18.4,N/A,Partly Cloudy
2013-10-01 16:51:00,78.1,56,10.0,13.8,N/A,Partly Cloudy
2013-10-01 17:51:00,78.1,56,10.0,15.0,N/A,Clear
2013-10-01 18:51:00,75.9,60,10.0,6.9,N/A,Partly Cloudy
2013-10-01 19:51:00,73.9,64,10.0,5.8,N/A,Clear
2013-10-01 20:51:00,72.0,68,10.0,6.9,N/A,Clear
2013-10-01 21:51:00,71.1,70,10.0,5.8,N/A,Clear
2013-10-01 22:51:00,70.0,76,10.0,9.2,N/A,Clear
2013-10-01 23:51:00,69.1,81,9.0,8.1,N/A,Partly Cloudy
2013-10-02 00:51:00,69.1,84,6.0,4.6,N/A,Haze
2013-10-02 01:51:00,66.9,90,5.0,5.8,N/A,Partly Cloudy
2013-10-02 02:51:00,66.9,90,3.0,4.6,N/A,Mostly Cloudy
2013-10-02 03:51:00,66.9,90,4.0,4.6,N/A,Overcast
2013-10-02 04:51:00,66.9,87,4.0,3.5,N/A,Mostly Cloudy
2013-10-02 05:51:00,66.9,87,5.0,5.8,N/A,Mostly Cloudy
2013-10-02 06:51:00,66.9,70,10.0,5.8,N/A,Mostly Cloudy
2013-10-02 07:51:00,66.9,61,10.0,5.8,N/A,Mostly Cloudy
2013-10-02 08:51:00,71.1,31,10.0,11.5,N/A,Partly Cloudy
2013-10-02 09:51:00,72.0,35,10.0,13.8,N/A,Partly Cloudy
2013-10-02 10:51:00,73.0,35,10.0,12.7,N/A,Partly Cloudy
2013-10-02 11:51:00,73.9,32,10.0,11.5,N/A,Clear
2013-10-02 12:51:00,75.4,30,10.0,11.5,N/A,Clear
2013-10-02 13:51:00,75.0,31,10.0,11.5,N/A,Partly Cloudy
2013-10-02 14:51:00,75.0,31,10.0,8.1,N/A,Scattered Clouds
2013-10-02 15:51:00,75.9,30,10.0,10.4,N/A,Scattered Clouds
2013-10-02 16:51:00,73.0,29,10.0,9.2,N/A,Scattered Clouds
2013-10-02 17:51:00,71.1,35,10.0,9.2,N/A,Mostly Cloudy
2013-10-02 18:51:00,69.1,42,10.0,8.1,N/A,Mostly Cloudy
2013-10-02 19:51:00,69.1,51,10.0,8.1,N/A,Mostly Cloudy
2013-10-02 20:51:00,68.0,56,10.0,5.8,N/A,Mostly Cloudy
2013-10-02 21:51:00,68.0,59,10.0,4.6,N/A,Scattered Clouds
2013-10-02 22:51:00,66.0,65,10.0,4.6,N/A,Scattered Clouds
2013-10-02 23:51:00,66.9,63,10.0,Calm,N/A,Scattered Clouds
2013-10-03 00:51:00,66.0,65,6.0,Calm,N/A,Haze
2013-10-03 01:51:00,64.9,73,6.0,Calm,N/A,Haze
2013-10-03 02:51:00,66.0,84,5.0,4.6,N/A,Haze
2013-10-03 03:51:00,66.0,87,4.0,5.8,N/A,Mostly Cloudy
2013-10-03 04:51:00,66.0,93,0.2,6.9,N/A,Fog
2013-10-03 05:51:00,66.0,93,1.0,4.6,N/A,Overcast
2013-10-03 06:51:00,66.9,93,1.8,6.9,N/A,Overcast
2013-10-03 07:51:00,68.0,93,1.0,5.8,N/A,Overcast
2013-10-03 08:51:00,68.0,93,1.5,8.1,0.00,Light Drizzle
2013-10-03 09:51:00,69.1,90,4.0,10.4,0.03,Light Rain
2013-10-03 10:51:00,70.0,87,7.0,9.2,0.01,Light Rain
2013-10-03 11:51:00,69.1,90,10.0,6.9,0.08,Light Rain
2013-10-03 12:51:00,72.0,84,10.0,11.5,0.00,Overcast
2013-10-03 13:51:00,75.0,76,10.0,5.8,N/A,Mostly Cloudy
2013-10-03 14:51:00,77.0,69,10.0,12.7,N/A,Mostly Cloudy
2013-10-03 15:51:00,78.1,66,10.0,11.5,N/A,Scattered Clouds
2013-10-03 16:51:00,77.0,69,10.0,5.8,N/A,Mostly Cloudy
2013-10-03 17:51:00,71.1,78,10.0,10.4,0.19,Mostly Cloudy
2013-10-03 18:51:00,70.0,84,10.0,3.5,N/A,Overcast
2013-10-03 19:51:00,71.1,81,10.0,6.9,N/A,Overcast
2013-10-03 20:51:00,70.0,84,10.0,9.2,0.04,Light Thunderstorms and Rain
2013-10-03 21:51:00,69.1,84,10.0,8.1,0.45,Light Rain
2013-10-03 22:51:00,69.1,84,10.0,9.2,0.00,Mostly Cloudy
2013-10-03 23:51:00,68.0,84,10.0,10.4,N/A,Mostly Cloudy
2013-10-04 00:51:00,66.9,87,10.0,10.4,N/A,Scattered Clouds
2013-10-04 01:51:00,66.9,84,10.0,8.1,N/A,Overcast
2013-10-04 02:51:00,66.9,84,10.0,5.8,N/A,Overcast
2013-10-04 03:51:00,66.9,81,10.0,4.6,N/A,Overcast
2013-10-04 04:51:00,68.0,81,10.0,6.9,N/A,Overcast
2013-10-04 05:51:00,66.9,84,10.0,6.9,N/A,Overcast
2013-10-04 06:51:00,66.9,84,10.0,8.1,N/A,Mostly Cloudy
2013-10-04 07:51:00,68.0,84,10.0,9.2,N/A,Mostly Cloudy
2013-10-04 08:51:00,71.1,78,10.0,9.2,N/A,Mostly Cloudy
2013-10-04 09:51:00,73.0,79,10.0,11.5,N/A,Mostly Cloudy
2013-10-04 10:51:00,73.0,81,9.0,4.6,N/A,Overcast
2013-10-04 11:51:00,73.0,79,9.0,5.8,N/A,Overcast
2013-10-04 12:51:00,73.0,76,8.0,5.8,N/A,Overcast
2013-10-04 13:51:00,75.0,73,8.0,Calm,N/A,Mostly Cloudy
2013-10-04 14:51:00,75.0,73,8.0,5.8,N/A,Mostly Cloudy
2013-10-04 15:51:00,75.0,73,8.0,3.5,N/A,Mostly Cloudy
2013-10-04 16:51:00,75.0,73,8.0,5.8,N/A,Mostly Cloudy
2013-10-04 17:51:00,73.0,76,6.0,5.8,N/A,Haze
2013-10-04 18:51:00,71.1,81,6.0,8.1,N/A,Haze
2013-10-04 19:51:00,70.0,84,5.0,9.2,N/A,Haze
2013-10-04 20:51:00,68.0,87,5.0,9.2,N/A,Mostly Cloudy
2013-10-04 21:51:00,66.9,90,5.0,6.9,N/A,Mostly Cloudy
2013-10-04 22:51:00,66.9,90,4.0,3.5,N/A,Scattered Clouds
2013-10-04 23:51:00,66.9,90,3.0,Calm,N/A,Mostly Cloudy
2013-10-05 00:51:00,66.9,90,3.0,Calm,N/A,Partly Cloudy
2013-10-05 01:51:00,66.0,90,3.0,Calm,N/A,Partly Cloudy
2013-10-05 02:51:00,68.0,90,4.0,4.6,N/A,Clear
2013-10-05 03:51:00,71.1,84,4.0,9.2,N/A,Haze
2013-10-05 04:51:00,71.1,84,5.0,6.9,N/A,Haze
2013-10-05 05:51:00,70.0,87,5.0,6.9,N/A,Mostly Cloudy
2013-10-05 06:51:00,70.0,87,5.0,6.9,N/A,Mostly Cloudy
2013-10-05 07:51:00,70.0,90,7.0,4.6,N/A,Mostly Cloudy
2013-10-05 08:51:00,72.0,84,8.0,9.2,N/A,Overcast
2013-10-05 09:51:00,73.0,84,8.0,6.9,N/A,Overcast
2013-10-05 10:51:00,73.9,82,8.0,9.2,N/A,Overcast
2013-10-05 11:51:00,75.9,76,9.0,9.2,N/A,Overcast
2013-10-05 12:51:00,78.1,71,9.0,6.9,N/A,Overcast
2013-10-05 13:51:00,81.0,65,10.0,6.9,N/A,Mostly Cloudy
2013-10-05 14:51:00,80.1,67,10.0,8.1,N/A,Mostly Cloudy
2013-10-05 15:51:00,78.1,71,7.0,16.1,0.02,Light Thunderstorms and Rain
2013-10-05 16:51:00,73.9,85,4.0,11.5,0.27,Light Rain
2013-10-05 17:51:00,72.0,81,10.0,8.1,0.00,Overcast
2013-10-05 18:51:00,71.1,87,8.0,8.1,0.38,Mostly Cloudy
2013-10-05 19:51:00,70.0,87,9.0,10.4,N/A,Overcast
2013-10-05 20:51:00,69.1,87,10.0,8.1,N/A,Overcast
2013-10-05 21:51:00,70.0,87,10.0,8.1,0.00,Overcast
2013-10-05 22:51:00,70.0,87,10.0,8.1,N/A,Overcast
2013-10-05 23:51:00,69.1,90,7.0,6.9,0.00,Light Rain
2013-10-06 00:51:00,66.9,84,9.0,12.7,0.01,Overcast
2013-10-06 01:51:00,62.1,84,9.0,16.1,N/A,Overcast
2013-10-06 02:51:00,60.1,80,10.0,13.8,N/A,Overcast
2013-10-06 03:51:00,55.9,87,4.0,6.9,0.00,Light Drizzle
2013-10-06 04:51:00,55.0,86,10.0,6.9,0.04,Light Rain
2013-10-06 05:51:00,55.0,86,6.0,8.1,0.02,Light Drizzle
2013-10-06 06:51:00,54.0,86,10.0,6.9,0.00,Overcast
2013-10-06 07:51:00,54.0,90,10.0,8.1,N/A,Mostly Cloudy
2013-10-06 08:51:00,54.0,69,10.0,9.2,N/A,Mostly Cloudy
2013-10-06 09:51:00,55.0,74,10.0,9.2,N/A,Mostly Cloudy
2013-10-06 10:51:00,57.0,59,10.0,10.4,N/A,Scattered Clouds
2013-10-06 11:51:00,60.1,51,10.0,10.4,N/A,Scattered Clouds
2013-10-06 12:51:00,61.0,48,10.0,11.5,N/A,Scattered Clouds
2013-10-06 13:51:00,61.0,52,10.0,13.8,N/A,Mostly Cloudy
2013-10-06 14:51:00,60.1,47,10.0,13.8,N/A,Mostly Cloudy
2013-10-06 15:51:00,59.0,48,10.0,15.0,N/A,Mostly Cloudy
2013-10-06 16:51:00,57.0,49,10.0,13.8,N/A,Overcast
2013-10-06 17:51:00,53.1,59,10.0,16.1,N/A,Overcast
2013-10-06 18:51:00,51.1,61,10.0,13.8,N/A,Mostly Cloudy
2013-10-06 19:51:00,51.1,61,10.0,9.2,N/A,Mostly Cloudy
2013-10-06 20:51:00,50.0,61,10.0,11.5,N/A,Scattered Clouds
2013-10-06 21:51:00,48.9,64,10.0,5.8,N/A,Partly Cloudy
2013-10-06 22:51:00,48.0,68,10.0,5.8,N/A,Mostly Cloudy
2013-10-06 23:51:00,48.0,68,10.0,9.2,N/A,Mostly Cloudy
2013-10-07 00:51:00,48.0,71,10.0,9.2,N/A,Mostly Cloudy
2013-10-07 01:51:00,46.0,76,10.0,9.2,N/A,Scattered Clouds
2013-10-07 02:51:00,46.0,79,10.0,11.5,N/A,Mostly Cloudy
2013-10-07 03:51:00,46.0,83,10.0,11.5,N/A,Overcast
2013-10-07 04:51:00,46.9,80,10.0,8.1,N/A,Overcast
2013-10-07 05:51:00,46.0,83,10.0,11.5,N/A,Mostly Cloudy
2013-10-07 06:51:00,46.0,83,10.0,11.5,N/A,Mostly Cloudy
2013-10-07 07:51:00,46.9,83,10.0,11.5,N/A,Overcast
2013-10-07 08:51:00,48.9,83,10.0,12.7,N/A,Overcast
2013-10-07 09:51:00,50.0,83,10.0,11.5,N/A,Overcast
2013-10-07 10:51:00,55.9,67,10.0,11.5,N/A,Scattered Clouds
2013-10-07 11:51:00,60.1,55,10.0,11.5,N/A,Partly Cloudy
2013-10-07 12:51:00,63.0,45,10.0,15.0,N/A,Partly Cloudy
2013-10-07 13:51:00,64.0,43,10.0,12.7,N/A,Partly Cloudy
2013-10-07 14:51:00,66.0,38,10.0,12.7,N/A,Partly Cloudy
2013-10-07 15:51:00,66.0,40,10.0,11.5,N/A,Scattered Clouds
2013-10-07 16:51:00,66.9,40,10.0,6.9,N/A,Scattered Clouds
2013-10-07 17:51:00,66.0,42,10.0,Calm,N/A,Scattered Clouds
2013-10-07 18:51:00,64.0,46,10.0,4.6,N/A,Scattered Clouds
2013-10-07 19:51:00,60.1,60,10.0,6.9,N/A,Partly Cloudy
2013-10-07 20:51:00,57.9,67,10.0,5.8,N/A,Partly Cloudy
2013-10-07 21:51:00,57.9,65,10.0,3.5,N/A,Clear
2013-10-07 22:51:00,57.0,67,10.0,3.5,N/A,Clear
2013-10-07 23:51:00,55.9,67,10.0,5.8,N/A,Clear
2013-10-08 00:51:00,55.0,69,10.0,6.9,N/A,Clear
2013-10-08 01:51:00,53.1,74,10.0,3.5,N/A,Clear
2013-10-08 02:51:00,52.0,77,10.0,3.5,N/A,Clear
2013-10-08 03:51:00,51.1,80,10.0,3.5,N/A,Clear
2013-10-08 04:51:00,50.0,80,10.0,4.6,N/A,Clear
2013-10-08 05:51:00,48.9,83,10.0,3.5,N/A,Clear
2013-10-08 06:51:00,48.9,83,10.0,3.5,N/A,Clear
2013-10-08 07:51:00,50.0,83,10.0,4.6,N/A,Clear
2013-10-08 08:51:00,54.0,75,10.0,Calm,N/A,Clear
2013-10-08 09:51:00,59.0,64,10.0,Calm,N/A,Clear
2013-10-08 10:51:00,64.9,54,10.0,3.5,N/A,Clear
2013-10-08 11:51:00,69.1,47,10.0,5.8,N/A,Clear
2013-10-08 12:51:00,72.0,41,10.0,5.8,N/A,Clear
2013-10-08 13:51:00,75.0,36,10.0,4.6,N/A,Clear
2013-10-08 14:51:00,75.0,32,10.0,6.9,N/A,Clear
2013-10-08 15:51:00,75.0,33,10.0,5.8,N/A,Clear
2013-10-08 16:51:00,75.0,32,10.0,8.1,N/A,Partly Cloudy
